Epoch,Train_Acc,L_pred_CE,L_target_Global,L_feat_Local,Lambda_Global,Lambda_Local,Global_Satisfied,Local_Satisfied,Limit_Dropout,Hard_Dropout,Soft_Dropout,Limit_Enrolled,Hard_Enrolled,Soft_Enrolled,Limit_Graduate,Hard_Graduate,Soft_Graduate
1,0.7166,0.811230,0.652872,0.497173,0.20,0.20,0,0,42,117,118.45,24,3,19.82,inf,322,303.74
3,0.7526,0.708160,0.529396,0.529441,0.20,0.20,0,0,42,160,157.75,24,7,32.80,inf,275,251.46
6,0.7463,0.746326,0.493386,0.563078,0.20,0.20,0,0,42,168,167.26,24,0,30.79,inf,274,243.94
9,0.7453,0.713884,0.432527,0.572238,0.20,0.20,0,0,42,154,149.25,24,0,27.10,inf,288,265.65
12,0.7506,0.691041,0.437982,0.527829,0.20,0.20,0,0,42,154,152.90,24,3,26.18,inf,285,262.92
15,0.7421,0.731362,0.466113,0.511851,0.20,0.20,0,0,42,145,145.55,24,0,30.16,inf,297,266.29
18,0.7453,0.670539,0.428279,0.525187,0.20,0.20,0,0,42,152,157.51,24,0,25.99,inf,290,258.51
21,0.7411,0.685810,0.428193,0.506945,0.20,0.20,0,0,42,142,145.61,24,0,27.38,inf,300,269.00
24,0.7496,0.713167,0.408012,0.534577,0.20,0.20,0,0,42,160,156.72,24,0,25.54,inf,282,259.73
27,0.7348,0.668224,0.696768,0.518652,0.20,0.20,0,0,42,131,137.59,24,0,21.55,inf,311,282.87
30,0.7423,0.696984,0.391442,0.509382,0.20,0.20,0,0,42,134,140.33,24,0,24.91,inf,308,276.77
33,0.7436,0.657714,0.707351,0.551091,0.20,0.20,0,0,42,137,143.08,24,0,21.82,inf,305,277.10
36,0.7456,0.680298,0.398030,0.515868,0.20,0.20,0,0,42,144,147.15,24,0,24.61,inf,298,270.24
39,0.7383,0.663492,0.361432,0.471173,0.20,0.20,0,0,42,133,140.19,24,0,23.46,inf,309,278.35
42,0.7378,0.680898,0.693018,0.496894,0.20,0.20,0,0,42,130,135.13,24,0,23.29,inf,312,283.58
45,0.7270,0.656425,0.412394,0.478850,0.20,0.20,0,0,42,112,122.80,24,0,27.44,inf,330,291.77
48,0.7378,0.670650,0.687987,0.522635,0.20,0.20,0,0,42,129,135.26,24,0,19.99,inf,313,286.75
51,0.7310,0.675381,0.681137,0.537173,0.20,0.20,0,0,42,122,132.78,24,0,16.17,inf,320,293.04
54,0.7516,0.678090,0.474197,0.538693,0.20,0.20,0,0,42,147,152.44,24,1,28.98,inf,294,260.59
57,0.7441,0.696508,0.706061,0.531734,0.20,0.20,0,0,42,130,141.23,24,0,21.49,inf,312,279.29
60,0.7509,0.702396,0.721600,0.615958,0.20,0.20,0,0,42,141,150.64,24,0,20.31,inf,301,271.05
63,0.7310,0.729819,0.684814,0.447471,0.20,0.20,0,0,42,123,133.19,24,0,24.60,inf,319,284.22
66,0.7494,0.694754,0.362405,0.499943,0.20,0.20,0,0,42,144,150.52,24,0,23.10,inf,298,268.37
69,0.7438,0.689069,0.699409,0.529457,0.20,0.20,0,0,42,128,138.75,24,0,21.89,inf,314,281.36
72,0.7287,0.681026,0.667128,0.556440,0.20,0.20,0,0,42,114,125.25,24,0,16.16,inf,328,300.59
75,0.7343,0.657505,0.366991,0.490995,0.20,0.20,0,0,42,125,137.94,24,0,24.11,inf,317,279.95
78,0.7317,0.689630,0.676487,0.545071,0.20,0.20,0,0,42,120,130.97,24,0,18.46,inf,322,292.57
81,0.7489,0.689372,0.713872,0.570976,0.20,0.20,0,0,42,137,145.78,24,0,21.91,inf,305,274.31
84,0.7491,0.724077,0.712864,0.603705,0.20,0.20,0,0,42,135,145.90,24,0,19.67,inf,307,276.43
87,0.7267,0.652650,0.407267,0.481888,0.20,0.20,0,0,42,115,128.31,24,0,26.51,inf,327,287.18
90,0.7489,0.684800,0.719314,0.597922,0.20,0.20,0,0,42,142,148.49,24,0,21.59,inf,300,271.92
93,0.7476,0.651892,0.713145,0.485159,0.20,0.20,0,0,42,135,146.32,24,0,23.06,inf,307,272.63
96,0.7529,0.675167,0.719996,0.594681,0.20,0.20,0,0,42,140,149.41,24,0,20.71,inf,302,271.88
99,0.7297,0.653160,0.677563,0.457949,0.20,0.20,0,0,42,119,130.15,24,0,22.32,inf,323,289.53
102,0.7413,0.722733,0.707203,0.590745,0.20,0.20,0,0,42,130,143.51,24,0,21.15,inf,312,277.34
105,0.7433,0.684546,0.695529,0.549714,0.20,0.20,0,0,42,128,136.43,24,0,21.05,inf,314,284.52
108,0.7385,0.685324,0.702317,0.544198,0.20,0.20,0,0,42,128,140.67,24,0,22.95,inf,314,278.38
111,0.7499,0.679907,0.365191,0.543168,0.20,0.20,0,0,42,142,151.31,24,0,23.07,inf,300,267.62
114,0.7327,0.672797,0.693526,0.502900,0.20,0.20,0,0,42,124,136.52,24,0,23.43,inf,318,282.05
117,0.7343,0.673430,0.353741,0.525945,0.20,0.20,0,0,42,126,138.91,24,0,23.48,inf,316,279.61
120,0.7277,0.681252,0.681960,0.546967,0.20,0.20,0,0,42,118,132.23,24,0,19.86,inf,324,289.90
123,0.7479,0.680596,0.715069,0.592681,0.20,0.20,0,0,42,137,146.99,24,0,21.05,inf,305,273.95
126,0.7403,0.718829,0.706244,0.569500,0.20,0.20,0,0,42,130,142.79,24,0,18.94,inf,312,280.26
129,0.7343,0.684023,0.363314,0.497234,0.20,0.20,0,0,42,127,139.80,24,0,23.92,inf,315,278.28
132,0.7418,0.679372,0.707328,0.529671,0.20,0.20,0,0,42,128,142.89,24,0,22.95,inf,314,276.16
135,0.7360,0.706169,0.688077,0.556439,0.20,0.20,0,0,42,124,134.19,24,0,21.37,inf,318,286.45
138,0.7411,0.704727,0.695014,0.503022,0.20,0.20,0,0,42,126,138.37,24,0,22.49,inf,316,281.14
141,0.7330,0.667119,0.665984,0.507330,0.20,0.20,0,0,42,119,126.28,24,0,19.41,inf,323,296.31
144,0.7486,0.665739,0.704950,0.605862,0.20,0.20,0,0,42,132,142.75,24,0,19.95,inf,310,279.30
147,0.7239,0.694962,0.660056,0.443012,0.20,0.20,0,0,42,109,123.91,24,0,18.85,inf,333,299.23
150,0.7345,0.646902,0.357831,0.442234,0.20,0.20,0,0,42,121,131.44,24,0,23.84,inf,321,286.72
153,0.7484,0.675476,0.407167,0.505992,0.20,0.20,0,0,42,133,145.20,24,0,25.59,inf,309,271.20
156,0.7320,0.668702,0.392705,0.444023,0.20,0.20,0,0,42,119,121.51,24,0,25.86,inf,323,294.63
159,0.7496,0.670543,0.716116,0.596909,0.20,0.20,0,0,42,136,146.89,24,0,20.71,inf,306,274.40
162,0.7466,0.694557,0.718219,0.533496,0.20,0.20,0,0,42,134,147.98,24,0,23.47,inf,308,270.54
165,0.7272,0.663904,0.669205,0.465010,0.20,0.20,0,0,42,117,126.40,24,0,21.18,inf,325,294.43
168,0.7370,0.686265,0.381320,0.457680,0.20,0.20,0,0,42,123,130.43,24,0,25.54,inf,319,286.03
171,0.7390,0.675766,0.683471,0.458631,0.20,0.20,0,0,42,124,132.85,24,0,22.56,inf,318,286.59
174,0.7428,0.692954,0.340682,0.480429,0.20,0.20,0,0,42,125,129.63,24,0,22.17,inf,317,290.20
177,0.7322,0.658575,0.371907,0.450565,0.20,0.20,0,0,42,119,127.92,24,0,24.38,inf,323,289.71
180,0.7340,0.681471,0.655397,0.459441,0.20,0.20,0,0,42,115,122.42,24,2,22.98,inf,325,296.59
183,0.7479,0.673071,0.715172,0.553695,0.20,0.20,0,0,42,131,146.44,24,0,22.76,inf,311,272.80
186,0.7469,0.660146,0.707127,0.514497,0.20,0.20,0,0,42,128,143.08,24,0,22.21,inf,314,276.71
189,0.7441,0.676606,0.407467,0.481874,0.20,0.20,0,0,42,126,134.32,24,0,26.36,inf,316,281.32
192,0.7345,0.668811,0.393862,0.466694,0.20,0.20,0,0,42,120,126.13,24,0,26.65,inf,322,289.23
195,0.7453,0.676833,0.711745,0.563881,0.20,0.20,0,0,42,129,145.35,24,0,21.83,inf,313,274.82
198,0.7494,0.662592,0.727535,0.609019,0.20,0.20,0,0,42,141,154.26,24,0,21.15,inf,301,266.59
201,0.7458,0.682241,0.705152,0.592747,0.20,0.20,0,0,42,128,142.53,24,0,19.51,inf,314,279.96
204,0.7428,0.655678,0.683211,0.432587,0.20,0.20,0,0,42,123,132.57,24,0,23.04,inf,319,286.40
207,0.7471,0.665946,0.703009,0.482856,0.20,0.20,0,0,42,129,141.49,24,0,23.10,inf,313,277.40
210,0.7463,0.684967,0.709518,0.577171,0.20,0.20,0,0,42,128,143.70,24,0,20.36,inf,314,277.94
213,0.7496,0.662766,0.382668,0.488568,0.20,0.20,0,0,42,137,144.08,24,0,23.52,inf,305,274.40
216,0.7348,0.662604,0.678804,0.472941,0.20,0.20,0,0,42,120,130.51,24,0,22.35,inf,322,289.14
219,0.7418,0.656788,0.384836,0.467730,0.20,0.20,0,0,42,126,136.88,24,0,25.21,inf,316,279.91
222,0.7370,0.667834,0.370404,0.457769,0.20,0.20,0,0,42,122,132.29,24,0,24.61,inf,320,285.09
225,0.7340,0.659348,0.678380,0.483645,0.20,0.20,0,0,42,121,130.40,24,0,22.78,inf,321,288.81
228,0.7458,0.675047,0.380281,0.476990,0.20,0.20,0,0,42,126,134.16,24,0,25.05,inf,316,282.79
231,0.7448,0.698424,0.710182,0.537449,0.20,0.20,0,0,42,128,145.28,24,0,21.90,inf,314,274.82
234,0.7443,0.667811,0.678642,0.537332,0.20,0.20,0,0,42,124,130.97,24,1,21.22,inf,317,289.81
237,0.7421,0.638796,0.679773,0.453286,0.20,0.20,0,0,42,124,131.23,24,1,21.98,inf,317,288.79
240,0.7348,0.664488,0.681859,0.485746,0.20,0.20,0,0,42,119,131.90,24,0,22.01,inf,323,288.09
243,0.7343,0.687227,0.367626,0.451762,0.20,0.20,0,0,42,120,132.09,24,0,24.71,inf,322,285.19
246,0.7453,0.671768,0.708158,0.598247,0.20,0.20,0,0,42,129,143.99,24,0,19.13,inf,313,278.87
249,0.7446,0.693253,0.357129,0.463615,0.20,0.20,0,0,42,126,134.82,24,0,23.97,inf,316,283.21
252,0.7501,0.696900,0.717985,0.506033,0.20,0.20,0,0,42,136,147.44,24,0,22.45,inf,306,272.11
255,0.7474,0.659112,0.375784,0.497650,0.20,0.20,0,0,42,129,142.38,24,0,24.39,inf,313,275.23
258,0.7474,0.689695,0.721274,0.619256,0.20,0.20,0,0,42,133,149.95,24,0,19.10,inf,309,272.96
261,0.7411,0.687841,0.687361,0.463019,0.20,0.20,0,0,42,123,134.94,24,0,22.52,inf,319,284.54
264,0.7398,0.692327,0.373573,0.462649,0.20,0.20,0,0,42,124,134.32,24,0,25.60,inf,318,282.08
267,0.7486,0.704802,0.700865,0.586935,0.20,0.20,0,0,42,128,139.60,24,0,19.86,inf,314,282.53
270,0.7305,0.671008,0.334419,0.437351,0.20,0.20,0,0,42,116,125.73,24,0,23.34,inf,326,292.93
273,0.7443,0.671865,0.702776,0.583676,0.20,0.20,0,0,42,127,140.69,24,0,21.77,inf,315,279.54
276,0.7499,0.670365,0.713593,0.611789,0.20,0.20,0,0,42,131,145.53,24,0,19.66,inf,311,276.81
279,0.7406,0.686346,0.685703,0.530585,0.20,0.20,0,0,42,123,133.69,24,0,20.62,inf,319,287.69
282,0.7373,0.677752,0.382722,0.464780,0.20,0.20,0,0,42,122,132.95,24,0,25.48,inf,320,283.58
285,0.7358,0.669329,0.684256,0.496933,0.20,0.20,0,0,42,119,132.29,24,0,23.66,inf,323,286.05
288,0.7491,0.689115,0.390063,0.494103,0.20,0.20,0,0,42,132,150.69,24,0,24.98,inf,310,266.34
291,0.7438,0.684741,0.690999,0.561686,0.20,0.20,0,0,42,126,136.68,24,0,20.91,inf,316,284.41
294,0.7524,0.683347,0.419861,0.498257,0.20,0.20,0,0,42,135,152.41,24,0,26.41,inf,307,263.18
297,0.7401,0.666486,0.399763,0.471583,0.20,0.20,0,0,42,124,130.10,24,0,26.53,inf,318,285.37
300,0.7358,0.669118,0.370626,0.452667,0.20,0.20,0,0,42,121,129.04,24,0,24.47,inf,321,288.49
